amfi_code,scheme_name,fund_house,category,sub_category,expense_ratio_pct,cagr_1yr_pct,cagr_3yr_pct,cagr_5yr_pct,ret_ann_pct,vol_ann_pct,sharpe_ratio,sortino_ratio,alpha_annualized,alpha_pct,beta,r_squared,p_value,max_drawdown_pct,peak_date,trough_date,sharpe_rank,sortino_rank,rank_3yr,score_3yr,rank_sharpe,score_sharpe,rank_alpha,score_alpha,rank_expense,score_expense,rank_max_dd,score_max_dd,composite_score,fund_rank
148567,Mirae Asset Large Cap Fund - Regular - Growth,Mirae Asset MF,Equity,Large Cap,1.46,20.360678307711865,34.00091602163293,30.405763536663066,27.056620166916844,14.19370675462035,1.4482911703262598,2.2285681882896187,0.2698375144191807,26.98375144191807,0.023683558075848623,0.0004625436906623847,0.46642651975427474,-11.265729075028275,2023-07-11,2023-10-20,1,1,39.0,97.43589743589743,40.0,100.0,34.0,84.61538461538461,18.0,43.58974358974359,33.0,82.05128205128204,85.89743589743588,1
120505,ICICI Pru Midcap Fund - Regular - Growth,ICICI Prudential MF,Equity,Mid Cap,1.36,29.604659337893647,31.777537151234704,33.435620147129754,29.265272498407093,19.290949406318195,1.1801011976606492,1.8151476429712594,0.2926358334175106,29.26358334175106,0.000549004250631712,1.3455341675668847e-07,0.990090235690614,-18.188513572116292,2024-10-24,2025-01-23,5,5,36.0,89.74358974358975,36.0,89.74358974358975,38.0,94.87179487179486,26.0,64.1025641025641,16.0,38.46153846153847,81.7948717948718,2
120843,Kotak Flexicap Fund - Regular - Growth,Kotak Mahindra MF,Equity,Flexi Cap,1.45,26.657081760850154,29.58277033726251,30.373084370192814,27.26022383393478,15.88698652360926,1.3067439695428409,2.0609511290960456,0.27330465038306057,27.330465038306055,-0.02282956979242654,0.00034305434271514465,0.5305284121437438,-12.97396816518679,2022-03-07,2022-04-13,2,2,34.0,84.61538461538461,39.0,97.43589743589743,36.0,89.74358974358975,19.0,46.15384615384615,28.0,69.23076923076923,81.53846153846153,3
100033,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity,Mid Cap,1.38,53.23239623092084,32.442459421956116,30.52058728113871,27.211056847152364,18.936710835214164,1.093698743534631,1.6610034530119517,0.2719535450128533,27.19535450128533,0.0051035258305283104,1.2066520635068168e-05,0.9063691402409378,-16.217208574644847,2022-03-11,2022-05-12,7,7,37.0,92.3076923076923,34.0,84.61538461538461,35.0,87.17948717948718,24.0,58.97435897435898,21.0,51.28205128205128,80.25641025641023,4
120504,ICICI Pru Bluechip Fund - Direct - Growth,ICICI Prudential MF,Equity,Large Cap,0.8,13.064279264417976,32.48742855621496,23.618738285018857,21.244769573283435,14.363780566736658,1.0265242847993001,1.5759609188486485,0.2119482701352573,21.19482701352573,0.016232169761417007,0.00021216129075887457,0.6218551541356455,-12.588275606922517,2022-10-04,2023-05-30,10,10,38.0,94.87179487179486,31.0,76.92307692307693,28.0,69.23076923076923,29.0,71.7948717948718,29.0,71.7948717948718,79.48717948717949,5
119094,Axis Midcap Fund - Regular - Growth,Axis Mutual Fund,Equity,Mid Cap,1.38,22.261065131342207,35.11180209642853,28.31947811778628,25.872785977673985,19.407117423334718,0.9982309868636413,1.5308661071270693,0.2607666908004223,26.07666908004223,-0.06626542862803757,0.001936878936960232,0.13598752352498472,-20.960883862039193,2022-04-14,2022-08-11,11,12,40.0,100.0,30.0,74.35897435897436,32.0,79.48717948717949,24.0,58.97435897435898,13.0,30.76923076923077,76.41025641025642,6
119551,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity,Large Cap,1.54,60.43734071403091,30.456524420302888,25.82477910487173,23.10331546138718,13.741434141879644,1.2082665673727175,1.8868618622400477,0.23201007160635082,23.201007160635083,-0.03175144113890972,0.0008869788879322809,0.3131430272308455,-15.012385498645331,2023-08-24,2024-02-05,4,4,35.0,87.17948717948718,37.0,92.3076923076923,31.0,76.92307692307693,10.5,24.358974358974358,24.0,58.97435897435898,74.16666666666667,7
148569,Mirae Asset Tax Saver Fund - Regular - Growth,Mirae Asset MF,Equity,ELSS,1.6,39.75176148971702,29.178901578393777,31.6995533596228,28.326161538880445,17.674006691346694,1.2349300257743294,1.9119799163117053,0.2827036785246582,28.27036785246582,0.018133884083859245,0.00017488886568129566,0.6542952865906952,-16.39674294693263,2023-08-10,2023-10-20,3,3,33.0,82.05128205128204,38.0,94.87179487179486,37.0,92.3076923076923,4.5,8.974358974358974,20.0,48.717948717948715,73.01282051282051,8
101206,ABSL Frontline Equity Fund - Regular - Growth,Aditya Birla Sun Life MF,Equity,Large Cap,1.6,47.92412023860102,28.96769452874166,23.506007687821516,21.46466240023027,14.568212847454326,1.0272133278753695,1.5824632159723295,0.21399784776051212,21.399784776051213,0.02108631625012803,0.0003480482030714251,0.5275509209180677,-11.291596329323072,2023-04-24,2023-07-05,9,9,32.0,79.48717948717949,32.0,79.48717948717949,29.0,71.7948717948718,4.5,8.974358974358974,32.0,79.48717948717949,67.37179487179486,9
119598,SBI Small Cap Fund - Regular Plan - Growth,SBI Mutual Fund,Equity,Small Cap,1.43,82.77605861507405,26.66992200118774,32.871089876631565,30.265596572351257,25.140578624384673,0.9453082575156095,1.4376388223148475,0.3033696538698332,30.336965386983323,-0.023196062044059693,0.0001414257550272171,0.6871791461096047,-28.706005721764548,2024-08-28,2025-05-14,14,15,29.0,71.7948717948718,27.0,66.66666666666666,40.0,100.0,20.0,48.717948717948715,5.0,10.256410256410255,66.53846153846153,10
149323,DSP Midcap Fund - Regular - Growth,DSP Mutual Fund,Equity,Mid Cap,1.61,21.481222193726257,26.869990828902203,29.56690225071663,26.590814851466998,17.74615939755084,1.1321218524747243,1.7012165338282037,0.26598577542043045,26.598577542043046,-0.002523004664699247,3.357978192008859e-06,0.9505247706268661,-17.24810575345138,2022-06-06,2022-10-24,6,6,30.0,74.35897435897436,35.0,87.17948717948718,33.0,82.05128205128204,3.0,5.128205128205128,19.0,46.15384615384615,65.8974358974359,11
149324,DSP Small Cap Fund - Regular - Growth,DSP Mutual Fund,Equity,Small Cap,1.52,65.13871892998797,27.000426614519245,32.605138510252395,30.0931229977172,24.840205005242098,0.9497958246616031,1.4399937550061566,0.3005787817097677,30.05787817097677,0.011455159960520708,3.5329906267955625e-05,0.84049358918433,-31.171900300634213,2024-05-03,2025-01-03,13,14,31.0,76.92307692307693,28.0,69.23076923076923,39.0,97.43589743589743,14.5,34.61538461538461,4.0,7.6923076923076925,65.83333333333334,12
118632,Nippon India Large Cap Fund - Regular - Growth,Nippon India MF,Equity,Large Cap,1.51,33.9810484550213,22.652359830098632,24.069643522740435,21.803695132499993,14.148352294996656,1.0816591793457042,1.650825642395628,0.21829397904608644,21.829397904608644,-0.008353832126962021,5.7917562701278335e-05,0.7966457465470185,-17.41407508665723,2024-01-02,2024-07-19,8,8,27.0,66.66666666666666,33.0,82.05128205128204,30.0,74.35897435897436,16.5,39.743589743589745,18.0,43.58974358974359,65.7051282051282,13
119552,SBI Bluechip Fund - Direct Plan - Growth,SBI Mutual Fund,Equity,Large Cap,0.66,5.706100044974027,16.267372294624916,22.03562699955124,19.7881133444817,13.9393676127175,0.9532794968660104,1.4541268236348395,0.1986859936686296,19.86859936686296,-0.026159307513513405,0.0005850821704543426,0.4127055818020542,-11.803493502764296,2024-05-21,2024-09-02,12,13,18.0,43.58974358974359,29.0,71.7948717948718,26.0,64.1025641025641,37.0,92.3076923076923,30.0,74.35897435897436,65.12820512820512,14
125497,HDFC Top 100 Fund - Direct Plan - Growth,HDFC Mutual Fund,Equity,Large Cap,0.92,28.67535802656873,18.434488610520173,18.990724299576243,17.87996380243675,14.668866752399518,0.7757902498211205,1.1755131608559668,0.17729754927531766,17.729754927531765,0.04882040425957739,0.0018401792783071585,0.1461759487459864,-15.200013055606398,2023-12-22,2025-01-01,18,19,22.0,53.84615384615385,23.0,56.41025641025641,25.0,61.53846153846154,27.0,66.66666666666666,23.0,56.41025641025641,58.205128205128204,15
